V1,V2
0.9568810614321451,3.62844226581541
1.90981361338929,2.0885218957136202
2.6235181619995402,3.23915070840056
1.04647664222766,0.35544446424629295
1.4571711854261398,3.44635652537848
2.58099649768168,1.30943982833482
2.76817873783459,1.72356891454615
2.4637675885401698,0.890581240100563
1.11422370259032,2.13386931642945
0.900219101352144,3.78533905173155
3.51270700980493,4.42216335525159
2.25792143753203,0.923171097881588
2.08844022915959,2.4859411104031
1.8791034624609098,3.38852173874429
0.805671104839472,1.8043431827154601
2.61199689804039,1.78182520229379
1.7828601542534799,1.6952220454535498
1.81724329366808,2.59783272411144
2.9333463285711603,3.39742941081576
2.82177311050825,2.68761976123996
3.39211637593427,2.32018801429697
1.5238260769453302,1.6981300742227399
2.65034856072631,2.49834868555795
3.39111045639,1.4504630820832398
0.8892111205521009,1.7207434963627601
1.13920741312216,3.0965134431117303
0.86826131914623,2.4420130881788102
0.5407860004976041,2.24101629402611
2.0799825532411598,1.74439234464448
2.6532043396491902,2.9310329014848797
-3.79903462440151,3.33491258537547
-3.9552489128322703,1.13072823612456
-6.00320864683985,2.0554869546651
-3.1515180983272497,2.04906691319192
-5.6667734087578205,1.4216442716391
-4.894486187543929,1.001261344004
-5.42225588186886,1.9975672199934
-5.122350171954969,2.6555118828129705
-4.8118069654985,3.4768422789765503
-4.88083904200299,0.0908472117207864
-5.0250925508674005,1.29756052668759
-4.89192727205797,1.68856978198808
-5.48543523584667,0.3368429693326239
-5.504217130687901,1.24946655820771
-6.661099079914809,1.22264824081849
-5.38233372687382,1.2774303001404
-5.512650257877799,-0.188834599147068
-2.2981089996552004,2.21341855028655
-6.362116231189719,1.36807706374517
-4.86274378144139,3.5204911938321604
-6.49362506731629,2.79595594941508
-6.4704357414368,0.546470434867201
-4.87529761380299,2.09839542100584
-5.99663913488404,1.4062290157668502
-5.00182261430471,2.88828116863451
-5.428258881425821,2.05307041549867
-5.6136716064495005,1.4429763741553403
-7.02467784541911,2.43839703617272
-6.2247479503599905,2.15260815864242
-4.820483558882059,1.8353824182504401
-4.43237940557646,4.01989062147597
-5.492877353553469,1.47061411368274
-4.99993711593465,1.5292130270159598
-3.87711035662003,0.4540630759824771
-3.56014425702381,1.9594732767048202
-6.09711376840582,2.89035630547068
-5.11731956025018,-0.0713878509292138
-3.7985015990803,1.7499348799269798
-5.4697295805663,0.818349573346682
-5.052469484939,3.4419372650169104
-5.08610729823709,3.35789553887886
-5.88767901790643,2.33450284734065
-5.44468400488474,3.4293380804002296
-5.02944487908824,1.1326821491213201
-5.41386884905792,2.9506517249718898
-3.8866139766318,1.41498849136677
-5.48099284165398,2.32095752252563
-5.4331690326007305,1.7006039833350899
-4.303137423447899,1.7214569167069298
-6.05636841317091,2.54611515832953
-5.04069847515122,0.696178846355128
-6.55154482234759,1.74908553495754
-3.83283045076432,2.17100737371791
-5.27364570137408,1.59653252125249
-5.46784532467225,2.10465944083573
-6.238252327986209,1.68111921326599
-5.00776203377733,3.61834393588343
-5.80028217795166,2.71418860148862
-5.53349232995044,4.9658653698332405
-3.7123247544154103,1.2049223954407902
-5.17552587024213,2.81436591467991
-6.071782384150679,4.09803081013037
-4.83679311753262,2.3009800551525696
-5.36273841562795,0.9169248581607691
-4.40998645201266,0.9936774981967149
-3.56757807226901,1.96458543508239
-5.992692511109491,3.3091243608534104
-4.54534970241972,2.75040048664672
-4.91510194132151,-0.13836832761242002
-4.10443441773546,1.2996458911333701
-5.22977813894627,1.9909435247070102
-4.16338093153939,0.5418665127552321
-6.74505586133669,2.6945296464948703
-3.3105410786866303,-0.46133547518648793
-4.13522202148142,2.14328976404046
-5.1507759888857505,1.6087778808729398
-6.44900713013917,1.5088359143859198
-4.35699129995802,1.7163525475479497
-4.516806136185231,2.31479480470784
-5.0063556264213895,2.39632657793899
-4.84854410713758,1.77439628896404
-5.584108970349799,0.0750495696594404
-4.63119326736976,0.560770701678021
-4.70534566028048,0.530342226027598
-5.2792593733425806,2.76186344689193
-6.33623665489315,1.75638501812872
-4.2992511815599705,2.2696766074180097
-4.445803377725969,0.44107247904418395
-5.836306592801419,1.4644119933036899
-6.59458816200624,2.5624519731735
-4.79504141941237,1.8216738765800802
-5.34508797797289,1.8848640137973502
-4.74738829663555,1.92793852789363
-6.29400246548455,3.2109098069263
-5.959170444380361,1.3851030992003
-3.9142251463200997,2.6761264583147
-4.59622509528429,2.89859960553755
-4.413512463280701,0.81068209647898
-3.18477155384605,2.12125884981901
-4.8711785713976195,1.9887783138695903
-7.000929237731509,3.0291407193137596
-4.66622280256643,2.91477486771961
-3.82867487264121,1.99754373332044
-2.9404607577007003,2.13600955241373
-6.37686159824052,1.2798464550568798
-6.15085556562711,1.80187566994878
-5.70582139476012,0.970791193951727
-6.0540557820771905,1.03304410414738
-5.64574372314249,0.7791869110809051
-5.1853779676765,2.8362077039448397
-6.20122205073999,3.1149717984953997
-2.9630278330168505,1.5870551470729097
-4.89222525511445,0.871022601993169
-5.08410810050558,1.9120686682229497
-4.5043803583954105,4.2419036933126195
-4.96258481388203,4.041313170750491
-5.132088036955911,0.28019966327854806
-3.5232125764479,1.6430933438776099
-5.2170302100920996,3.53328049216229
-6.28360220409223,1.96175590338976
-4.6143321095565994,3.59741324232643
-5.3515128735290896,1.6664146066901202
-5.5217960933562695,2.60498592391538
-6.06813120068717,2.22424123925025
-4.57163409673331,5.22906949548006
-5.174018234427001,2.92045256677252
-4.4843322713519695,0.7934609307840791
-5.23436527730592,1.39611883083673
-5.6585034258217695,2.3702352846220602
-3.74976339592128,0.0989993533203934
-5.2717637151114,0.195590055036758
-4.0520480041248,0.8781773936447809
-6.201582430108941,1.6520703934408603
-5.4661160963755,3.23890214863198
-5.26935139515318,1.72580243514772
-5.39096540813086,2.1623807155581902
-3.65129298800829,1.93539309024694
-5.02276470129841,1.29476290297486
-4.75577414889655,3.36219726875099
-5.94237170786392,0.903486811916683
-5.72921727650957,1.77156648145311
-4.00193109144515,1.6521719193897302
-3.7415183354044403,2.5321286195067296
-3.7511363111899,3.6072345622611897
-6.38063704952533,2.51381452611659
-2.95003930636361,3.3823731605730294
-3.98312717020046,2.7630970485499002
-5.02671746413826,1.37541545536589
-4.2963922212017405,2.08154380042899
-5.971385229151861,3.37607911136477
-0.0961562415588573,-1.56126578615704
1.0490504509376,0.32477066059469895
-0.19849585655778,-0.156790316952238
1.19001899855975,0.877783860734352
2.29770589960467,0.750166575180638
-0.033873722964750996,0.30105340384283
0.261559245786936,1.49281111722931
1.0465639394508601,-1.5254938001697
-0.0175961198261059,0.9107175584860219
0.616716040113722,-1.57953202785754
1.8727554116713998,0.5877162571185811
1.9695450139701203,0.0896422960007244
1.38384666502709,0.96726165694984
-0.851555663067465,0.0788123529148234
0.9460032631738341,-1.56869983648609
2.0647732143382798,-2.00782318401609
1.8131950374116002,0.5409735242387629
0.8091835258957181,-0.0733765981084255
-1.6999298085637,-0.571018393558081
1.0609666388011199,-0.31106845985364096
1.5737516974835801,-0.671415067101365
1.0458035797251,-0.15734045208097902
1.15741254017588,-0.9313050709998689
1.43156537286877,-1.9830094794701298
0.603450263949788,-0.21959980424937803
2.30997822575155,1.04527586946239
1.47039339987394,1.87732956629967
-0.242670270574602,0.00260619595716637
2.3815754563855296,-0.0806699347091655
2.2044589370098198,0.9629822812398701
1.82407396368188,0.0535710165465174
-0.662629402185595,-0.43489840891003706
0.430693656394519,-1.73729725534231
1.63551381728953,-1.26369559978243
1.0437220075778602,0.40630851206927293
1.34801230366131,-1.45965396777976
3.4595935488704104,1.0484573701547
0.18161967560033102,-1.3464305394501999
-1.11320011492914,-0.193570558113494
1.27369527243041,-0.00233595711367605
0.31240315875658803,-0.0128297338671881
1.4460410529618701,0.151947321984398
0.18761527620940302,0.598511131401079
3.2120554803351404,-0.12621243729827902
0.87629402842257,-0.248535565846776
0.522664493969948,0.16032739490462197
0.833738508513392,-0.43364194159726893
1.86256338362643,1.53741241910027
1.09734048520282,-2.17024657661608
-0.6256167392112879,1.0270046192914302
